datetime;instrument_id;polarity;mz;intensity;purity;centrality
2023-06-21T17:32:09.917Z;orbitrap_01;n;50.2511;757.1402994791666;0.9860076723952432;0.7936722599561676
2023-06-21T17:32:09.917Z;orbitrap_01;n;50.77061;519.4589029947916;0.6141447589574291;0.8641379872935886
2023-06-21T17:32:09.917Z;orbitrap_01;p;54.08142;260.5867919921875;0.7073849886556571;0.9415453963464984
2023-06-21T17:32:09.917Z;orbitrap_01;n;55.67421;262.79734293619794;0.7814617752868127;0.32464915647756243
2023-06-21T17:32:09.917Z;orbitrap_01;n;55.75705;22448.03906;0.992608349;0.4111406587208535
2023-06-21T17:32:09.917Z;orbitrap_01;p;56.00694;1507.1775716145833;0.9947371148397866;0.38479948562957134
2023-06-21T17:32:09.917Z;orbitrap_01;n;56.80037;2791.0631510416665;0.9933102604259022;0.9279865322762362
2023-06-21T17:32:09.917Z;orbitrap_01;n;56.98713;264.76470947265625;0.5644885744190911;0.9538322066101159
2023-06-21T17:32:09.917Z;orbitrap_01;p;56.99575;3605.4593098958335;0.9708502872336539;0.17954110392628309
